ALAND,AWATER,COUNTYFP,GEOID,NAME,NAMELSAD,STATEFP,TRACTCE,area_km2,below_poverty_count,below_poverty_count_clean,city,high_poverty_flag,inequity_group,low_income_flag,hi_summer_mean_c,hi_summer_median_c,median_household_income,median_household_income_clean,poverty_rate,poverty_universe,poverty_universe_clean,total_population,total_population_clean
3275969,2883,201,48201332600,3326,Census Tract 3326,48,332600,3.2802591264021252,1203,1203,Houston,True,Low income + High poverty,True,34.18102256252059,34.18305435169938,45724,45724.0,0.1877047901388672,6409,6409,6605,6605
1990339,0,201,48201220300,2203,Census Tract 2203,48,220300,1.9913129725955638,1109,1109,Houston,True,Low income + High poverty,True,,,53792,53792.0,0.28880208333333335,3840,3840,3840,3840
1921252,1147,201,48201220400,2204,Census Tract 2204,48,220400,1.9233386161595962,1883,1883,Houston,True,Low income + High poverty,True,34.06312454115072,34.06312454115072,50086,50086.0,0.4189098998887653,4495,4495,4544,4544
2403756,0,201,48201220500,2205,Census Tract 2205,48,220500,2.4049776084311296,985,985,Houston,True,Low income + High poverty,True,34.06312454115072,34.06312454115072,19877,19877.0,0.27097661623108665,3635,3635,3671,3671
1660905,0,201,48201220600,2206,Census Tract 2206,48,220600,1.661717892329161,1110,1110,Houston,True,Low income + High poverty,True,34.06312454115072,34.06312454115072,36905,36905.0,0.3413284132841328,3252,3252,3252,3252
1363626,1056,201,48201230100,2301,Census Tract 2301,48,230100,1.365296674919878,259,259,Houston,False,Low income + Low poverty,True,34.06312454115072,34.06312454115072,50357,50357.0,0.1559301625526791,1661,1661,1661,1661
7778607,4921,201,48201230200,2302,Census Tract 2302,48,230200,7.786829665514821,1680,1680,Houston,True,Low income + High poverty,True,34.066365502898726,34.06312454115072,36609,36609.0,0.34869240348692404,4818,4818,4857,4857
3460030,355,201,48201230500,2305,Census Tract 2305,48,230500,3.4619408003013556,998,998,Houston,True,Low income + High poverty,True,34.06312454115072,34.06312454115072,37386,37386.0,0.2890240370692152,3453,3453,3487,3487
2166516,0,201,48201230600,2306,Census Tract 2306,48,230600,2.16743909785113,678,678,Houston,True,Low income + High poverty,True,34.06399908638431,34.06312454115072,34145,34145.0,0.25036927621861155,2708,2708,2708,2708
2698379,0,201,48201230700,2307,Census Tract 2307,48,230700,2.6995381740040156,1118,1118,Houston,True,Low income + High poverty,True,34.06312454115072,34.06312454115072,36445,36445.0,0.38104976141785957,2934,2934,2934,2934
1851884,0,201,48201230800,2308,Census Tract 2308,48,230800,1.8526469826335392,536,536,Houston,True,Low income + High poverty,True,34.07099544825302,34.07099544825302,45260,45260.0,0.22587442056468604,2373,2373,2373,2373
1811955,0,201,48201210400,2104,Census Tract 2104,48,210400,1.81283661248917,923,923,Houston,True,Low income + High poverty,True,34.171944709656074,34.171944709656074,44821,44821.0,0.23618219037871033,3908,3908,3908,3908
1734654,0,201,48201220800,2208,Census Tract 2208,48,220800,1.735456217286349,1721,1721,Houston,True,Low income + High poverty,True,34.06312454115072,34.06312454115072,34512,34512.0,0.4550502379693284,3782,3782,3782,3782
360757,0,201,48201433007,4330.07,Census Tract 4330.07,48,433007,0.3610049527755106,393,393,Houston,True,Low income + High poverty,True,34.182124562548104,34.182124562548104,40120,40120.0,0.24394785847299813,1611,1611,1611,1611
445301,0,201,48201453201,4532.01,Census Tract 4532.01,48,453201,0.44561991374123877,1451,1451,Houston,True,Low income + High poverty,True,,,32667,32667.0,0.3892167381974249,3728,3728,3728,3728
915872,0,201,48201432501,4325.01,Census Tract 4325.01,48,432501,0.9164970283246938,1383,1383,Houston,True,Low income + High poverty,True,,,38631,38631.0,0.4187102633969119,3303,3303,3332,3332
1219403,49893,201,48201451502,4515.02,Census Tract 4515.02,48,451502,1.2702829465107879,169,169,Houston,False,Low income + Low poverty,True,34.20131872067585,34.20131872067585,54324,54324.0,0.06591263650546021,2564,2564,2564,2564
1317277,0,201,48201451603,4516.03,Census Tract 4516.03,48,451603,1.318329778268947,295,295,Houston,False,High income + Low poverty,False,34.20131872067585,34.20131872067585,109728,109728.0,0.07994579945799458,3690,3690,3721,3721
1366289,260,201,48201452402,4524.02,Census Tract 4524.02,48,452402,1.367551804572755,673,673,Houston,False,High income + Low poverty,False,34.182124562548104,34.182124562548104,64816,64816.0,0.16803995006242198,4005,4005,4005,4005
769426,0,201,48201433005,4330.05,Census Tract 4330.05,48,433005,0.7699712512919616,708,708,Houston,True,Low income + High poverty,True,,,46855,46855.0,0.33161592505854803,2135,2135,2135,2135
2036350,0,201,48201452501,4525.01,Census Tract 4525.01,48,452501,2.037891498918745,513,513,Houston,True,Low income + High poverty,True,34.185963394173655,34.182124562548104,40883,40883.0,0.19761171032357472,2596,2596,2611,2611
1866749,0,201,48201310200,3102,Census Tract 3102,48,310200,1.867639914447284,167,167,Houston,False,High income + Low poverty,False,34.171944709656074,34.171944709656074,132488,132488.0,0.0813047711781889,2054,2054,2054,2054
2249119,0,201,48201310300,3103,Census Tract 3103,48,310300,2.250148820865253,967,967,Houston,True,Low income + High poverty,True,34.171944709656074,34.171944709656074,37468,37468.0,0.2375337754851388,4071,4071,4071,4071
3484580,23749,201,48201533100,5331,Census Tract 5331,48,533100,3.5103886461150284,615,615,Houston,False,High income + Low poverty,False,34.06943130034954,34.06943130034954,68068,68068.0,0.09613881506956386,6397,6397,6397,6397
2678779,0,201,48201533200,5332,Census Tract 5332,48,533200,2.6803313396705257,1348,1348,Houston,True,Low income + High poverty,True,34.06943130034954,34.06943130034954,38772,38772.0,0.3121815655396017,4318,4318,4363,4363
2672271,318,201,48201533500,5335,Census Tract 5335,48,533500,2.674051433165155,562,562,Houston,False,Low income + Low poverty,True,34.06943130034954,34.06943130034954,53452,53452.0,0.14347715088077612,3917,3917,3917,3917
930310,0,201,48201431102,4311.02,Census Tract 4311.02,48,431102,0.9309375966766735,685,685,Houston,False,High income + Low poverty,False,34.182124562548104,34.182124562548104,60174,60174.0,0.16880236569738788,4058,4058,4087,4087
837806,0,201,48201431101,4311.01,Census Tract 4311.01,48,431101,0.838380415691057,524,524,Houston,False,High income + Low poverty,False,34.182124562548104,34.182124562548104,60174,60174.0,0.10830921868540719,4838,4838,4838,4838
925070,0,201,48201433003,4330.03,Census Tract 4330.03,48,433003,0.9257209962059065,1395,1395,Houston,True,Low income + High poverty,True,34.182124562548104,34.182124562548104,45483,45483.0,0.2637051039697543,5290,5290,5315,5315
1463649,0,201,48201432901,4329.01,Census Tract 4329.01,48,432901,1.4646360641678584,1228,1228,Houston,True,Low income + High poverty,True,34.182124562548104,34.182124562548104,42958,42958.0,0.3465989274626023,3543,3543,3543,3543
1150085,0,201,48201433202,4332.02,Census Tract 4332.02,48,433202,1.1508820378320517,857,857,Houston,True,Low income + High poverty,True,34.19907681151132,34.19907681151132,56701,56701.0,0.24318955732122588,3524,3524,3524,3524
1096309,0,201,48201433201,4332.01,Census Tract 4332.01,48,433201,1.0970772442522465,775,775,Houston,True,Low income + High poverty,True,34.19907681151132,34.19907681151132,42609,42609.0,0.20432375428420776,3793,3793,3911,3911
5533907,277393,201,48201320500,3205,Census Tract 3205,48,320500,5.813414194807404,615,615,Houston,False,High income + Low poverty,False,34.177767329799366,34.177767329799366,68433,68433.0,0.15099435305671496,4073,4073,4073,4073
1537888,0,201,48201521502,5215.02,Census Tract 5215.02,48,521502,1.5388993773599529,259,259,Houston,False,High income + Low poverty,False,34.075192871938214,34.075192871938214,89096,89096.0,0.09027535726734054,2869,2869,2869,2869
2856698,2225,201,48201333905,3339.05,Census Tract 3339.05,48,333905,2.8600103309405562,235,235,Houston,False,High income + Low poverty,False,34.175943089573586,34.175943089573586,64645,64645.0,0.0700238379022646,3356,3356,3356,3356
1108917,0,201,48201311702,3117.02,Census Tract 3117.02,48,311702,1.1093838304375487,1128,1128,Houston,True,Low income + High poverty,True,34.171944709656074,34.171944709656074,29265,29265.0,0.5153037916857013,2189,2189,2189,2189
521590,0,201,48201221502,2215.02,Census Tract 2215.02,48,221502,0.521865019241984,1027,1027,Houston,True,Low income + High poverty,True,34.067329047283266,34.06943130034954,32625,32625.0,0.3517123287671233,2920,2920,2920,2920
1415242,15914,201,48201313201,3132.01,Census Tract 3132.01,48,313201,1.4318373402169002,306,306,Houston,True,High income + High poverty,False,34.171944709656074,34.171944709656074,70526,70526.0,0.19540229885057472,1566,1566,1588,1588
543759,0,201,48201411302,4113.02,Census Tract 4113.02,48,411302,0.5440806525717498,137,137,Houston,False,High income + Low poverty,False,34.19809785111112,34.19809785111112,90183,90183.0,0.058722674667809685,2333,2333,2333,2333
809568,35920,201,48201510803,5108.03,Census Tract 5108.03,48,510803,0.8459513585756268,160,160,Houston,False,High income + Low poverty,False,,,110542,110542.0,0.06688963210702341,2392,2392,2392,2392
3347013,16002,201,48201231400,2314,Census Tract 2314,48,231400,3.364372495708287,698,698,Houston,True,Low income + High poverty,True,34.07099544825302,34.07099544825302,45479,45479.0,0.235016835016835,2970,2970,3123,3123
3533268,18067,201,48201530200,5302,Census Tract 5302,48,530200,3.5533030608593323,376,376,Houston,False,High income + Low poverty,False,34.06943130034954,34.06943130034954,140917,140917.0,0.09842931937172775,3820,3820,3820,3820
1760977,0,201,48201220100,2201,Census Tract 2201,48,220100,1.7617950586632372,195,195,Houston,False,Low income + Low poverty,True,34.06312454115072,34.06312454115072,43583,43583.0,0.1392857142857143,1400,1400,1400,1400
1489507,0,201,48201220200,2202,Census Tract 2202,48,220200,1.4902354971651666,550,550,Houston,True,Low income + High poverty,True,34.06312454115072,34.06312454115072,45833,45833.0,0.2345415778251599,2345,2345,2345,2345
7052028,127353,201,48201521800,5218,Census Tract 5218,48,521800,7.184432385169083,332,332,Houston,False,High income + Low poverty,False,34.075192871938214,34.075192871938214,69402,69402.0,0.07035388853570672,4719,4719,4734,4734
3812807,8680,201,48201521900,5219,Census Tract 5219,48,521900,3.8241789606382928,765,765,Houston,False,High income + Low poverty,False,34.075192871938214,34.075192871938214,83783,83783.0,0.12108262108262108,6318,6318,6394,6394
1836307,0,201,48201530300,5303,Census Tract 5303,48,530300,1.837252998592871,217,217,Houston,False,High income + Low poverty,False,34.06312454115072,34.06312454115072,95114,95114.0,0.09700491729995529,2237,2237,2237,2237
2334321,6714,157,48157670202,6702.02,Census Tract 6702.02,48,670202,2.3424850268528083,1119,1119,Houston,True,Low income + High poverty,True,34.179999376772365,34.17750044389428,57017,57017.0,0.21911102408458977,5107,5107,5107,5107
5483683,52567,157,48157672902,6729.02,Census Tract 6729.02,48,672902,5.541530938344653,239,239,Houston,False,High income + Low poverty,False,34.308247616940264,34.308247616940264,108626,108626.0,0.02605188576411598,9174,9174,9174,9174
1292670,0,157,48157670201,6702.01,Census Tract 6702.01,48,670201,1.2934729240800191,44,44,Houston,False,High income + Low poverty,False,34.17750044389428,34.17750044389428,105456,105456.0,0.026081802015411975,1687,1687,1687,1687
1327879,19592,201,48201532800,5328,Census Tract 5328,48,532800,1.3482865739330698,168,168,Houston,False,High income + Low poverty,False,34.06943130034954,34.06943130034954,88750,88750.0,0.08633093525179857,1946,1946,1946,1946
1771286,291,201,48201533000,5330,Census Tract 5330,48,533000,1.7726307024608328,887,887,Houston,True,Low income + High poverty,True,34.06943130034954,34.06943130034954,31892,31892.0,0.35881877022653724,2472,2472,2472,2472
4393425,0,201,48201542500,5425,Census Tract 5425,48,542500,4.397651470761235,291,291,Houston,False,High income + Low poverty,False,34.18258016559219,34.18258016559219,66988,66988.0,0.06965055050263284,4178,4178,4178,4178
1317231,0,201,48201453202,4532.02,Census Tract 4532.02,48,453202,1.3181824121461008,1365,1365,Houston,True,Low income + High poverty,True,34.19907681151132,34.19907681151132,42319,42319.0,0.28196653583970255,4841,4841,4863,4863
1337653,0,201,48201980400,9804,Census Tract 9804,48,980400,1.3382777526431449,0,0,Houston,False,Missing,False,34.171944709656074,34.171944709656074,-666666666,,,0,0,3760,3760
662529,36430,201,48201980200,9802,Census Tract 9802,48,980200,0.6992948898424293,0,0,Houston,False,Missing,False,34.171944709656074,34.171944709656074,-666666666,,0.0,127,127,9338,9338
1941551,0,201,48201432804,4328.04,Census Tract 4328.04,48,432804,1.9428226465584633,453,453,Houston,True,Low income + High poverty,True,34.184406460914246,34.182124562548104,60167,60167.0,0.20933456561922367,2164,2164,2164,2164
6046863,355,201,48201331602,3316.02,Census Tract 3316.02,48,331602,6.049926029137278,780,780,Houston,True,High income + High poverty,False,34.18305435169938,34.18305435169938,61250,61250.0,0.2438261956861519,3199,3199,3199,3199
1362208,52199,201,48201320601,3206.01,Census Tract 3206.01,48,320601,1.4149419436451298,459,459,Houston,True,Low income + High poverty,True,34.175943089573586,34.175943089573586,47632,47632.0,0.21498829039812647,2135,2135,2135,2135
13311796,39235,201,48201350601,3506.01,Census Tract 3506.01,48,350601,13.35495239945948,333,333,Houston,False,High income + Low poverty,False,34.30535637413309,34.30535637413309,90972,90972.0,0.0808252427184466,4120,4120,4120,4120
364766,0,201,48201431401,4314.01,Census Tract 4314.01,48,431401,0.364989115995072,214,214,Houston,False,High income + Low poverty,False,34.19809785111112,34.19809785111112,81404,81404.0,0.08445146014206788,2534,2534,2534,2534
1807792,0,201,48201511301,5113.01,Census Tract 5113.01,48,511301,1.8087566405778162,438,438,Houston,False,High income + Low poverty,False,34.19809785111112,34.19809785111112,158375,158375.0,0.09051456912585244,4839,4839,4839,4839
5316795,3870,201,48201330303,3303.03,Census Tract 3303.03,48,330303,5.324083906546543,425,425,Houston,False,Low income + Low poverty,True,34.192265534091355,34.189995108284705,57679,57679.0,0.08748456154796212,4858,4858,4858,4858
2764022,8389,201,48201334003,3340.03,Census Tract 3340.03,48,334003,2.7733841449513323,777,777,Houston,False,High income + Low poverty,False,34.175943089573586,34.175943089573586,69449,69449.0,0.15401387512388504,5045,5045,5045,5045
738130,163,201,48201410900,4109,Census Tract 4109,48,410900,0.738680775081803,358,358,Houston,False,High income + Low poverty,False,34.19809785111112,34.19809785111112,105463,105463.0,0.10187820147979511,3514,3514,3514,3514
3429425,18101,201,48201340302,3403.02,Census Tract 3403.02,48,340302,3.448330180979327,330,330,Houston,False,High income + Low poverty,False,34.23993695550511,34.2399369555051,144127,144127.0,0.049453019631350216,6673,6673,6673,6673
3185170,3058,201,48201330301,3303.01,Census Tract 3303.01,48,330301,3.190182320411381,1791,1791,Houston,True,High income + High poverty,False,34.189995108284705,34.189995108284705,69421,69421.0,0.2166706992499395,8266,8266,8266,8266
1337282,9770,201,48201334001,3340.01,Census Tract 3340.01,48,334001,1.3475159948804583,755,755,Houston,True,Low income + High poverty,True,34.175943089573586,34.175943089573586,44479,44479.0,0.22976262933657943,3286,3286,3286,3286
909465,0,201,48201222501,2225.01,Census Tract 2225.01,48,222501,0.909948609676711,905,905,Houston,True,Low income + High poverty,True,34.05868849419365,34.05868849419365,38333,38333.0,0.28387703889585947,3188,3188,3188,3188
1972706,65745,201,48201341302,3413.02,Census Tract 3413.02,48,341302,2.0389211925389645,138,138,Houston,False,High income + Low poverty,False,34.30535637413309,34.30535637413309,74803,74803.0,0.03689839572192513,3740,3740,3751,3751
3008632,150398,201,48201310500,3105,Census Tract 3105,48,310500,3.160419071827078,888,888,Houston,True,Low income + High poverty,True,34.171944709656074,34.171944709656074,40360,40360.0,0.2505643340857788,3544,3544,3544,3544
2049385,0,201,48201453300,4533,Census Tract 4533,48,453300,2.050860688225763,1347,1347,Houston,True,Low income + High poverty,True,34.19907681151132,34.19907681151132,37017,37017.0,0.2935280017432992,4589,4589,4589,4589
2396613,9491,201,48201420300,4203,Census Tract 4203,48,420300,2.4075272921255326,207,207,Houston,False,High income + Low poverty,False,34.189995108284705,34.189995108284705,100013,100013.0,0.05646481178396072,3666,3666,3666,3666
2336592,1377,201,48201420500,4205,Census Tract 4205,48,420500,2.339406309298838,646,646,Houston,False,Low income + Low poverty,True,34.189995108284705,34.189995108284705,49547,49547.0,0.18457142857142858,3500,3500,3577,3577
5526300,26735,201,48201980000,9800,Census Tract 9800,48,980000,5.555250793385161,0,0,Houston,False,Missing,False,34.175943089573586,34.175943089573586,-666666666,,0.0,14,14,14,14
3693864,51482,201,48201333600,3336,Census Tract 3336,48,333600,3.7469288657752062,202,202,Houston,False,High income + Low poverty,False,34.17860981287076,34.175943089573586,81758,81758.0,0.05577029265599116,3622,3622,3669,3669
8945752,10874,201,48201333700,3337,Census Tract 3337,48,333700,8.960351724938779,410,410,Houston,False,High income + Low poverty,False,34.17772090510503,34.175943089573586,67862,67862.0,0.11084076777507434,3699,3699,3709,3709
1015117,11673,201,48201410300,4103,Census Tract 4103,48,410300,1.027335785714282,383,383,Houston,False,High income + Low poverty,False,34.19809785111112,34.19809785111112,102889,102889.0,0.09958398335933437,3846,3846,3917,3917
5310697,44829,201,48201455300,4553,Census Tract 4553,48,455300,5.3608601873638895,1292,1292,Houston,False,High income + Low poverty,False,34.1827846998137,34.18258016559219,70573,70573.0,0.09237809237809237,13986,13986,14134,14134
3444021,7637,201,48201320700,3207,Census Tract 3207,48,320700,3.4529376552338085,725,725,Houston,True,Low income + High poverty,True,34.175943089573586,34.175943089573586,50321,50321.0,0.18894970028668231,3837,3837,3850,3850
694397,0,201,48201422302,4223.02,Census Tract 4223.02,48,422302,0.6948454649534042,224,224,Houston,False,High income + Low poverty,False,,,84861,84861.0,0.11487179487179487,1950,1950,1950,1950
1534080,0,201,48201423402,4234.02,Census Tract 4234.02,48,423402,1.5351232620094235,649,649,Houston,False,High income + Low poverty,False,34.19907681151132,34.19907681151132,60246,60246.0,0.15089514066496162,4301,4301,4333,4333
2262871,9731,201,48201423401,4234.01,Census Tract 4234.01,48,423401,2.274116691827633,703,703,Houston,False,High income + Low poverty,False,34.19907681151132,34.19907681151132,72581,72581.0,0.13904272151898733,5056,5056,5085,5085
2894856,0,201,48201522402,5224.02,Census Tract 5224.02,48,522402,2.8969089875278367,836,836,Houston,True,High income + High poverty,False,34.128658717243155,34.128658717243155,67569,67569.0,0.22594594594594594,3700,3700,3768,3768
2731773,0,201,48201522401,5224.01,Census Tract 5224.01,48,522401,2.7336853706680024,766,766,Houston,False,High income + Low poverty,False,34.128658717243155,34.128658717243155,78017,78017.0,0.14352632565111487,5337,5337,5337,5337
1670077,0,201,48201552002,5520.02,Census Tract 5520.02,48,552002,1.671360058736576,171,171,Houston,False,High income + Low poverty,False,33.93924337591106,33.93924337591106,69756,69756.0,0.11736444749485243,1457,1457,1457,1457
1211152,36257,201,48201333100,3331,Census Tract 3331,48,333100,1.2479060967590738,826,826,Houston,True,Low income + High poverty,True,,,37688,37688.0,0.2170827858081472,3805,3805,3883,3883
1949457,0,201,48201511600,5116,Census Tract 5116,48,511600,1.9504299173118838,93,93,Houston,False,High income + Low poverty,False,34.090329583277054,34.06312454115072,89554,89554.0,0.02663230240549828,3492,3492,3492,3492
2951370,0,201,48201520100,5201,Census Tract 5201,48,520100,2.95313342729006,173,173,Houston,False,High income + Low poverty,False,34.19809785111112,34.19809785111112,143646,143646.0,0.05677715786019035,3047,3047,3047,3047
903292,17758,201,48201450801,4508.01,Census Tract 4508.01,48,450801,0.9217170224941539,268,268,Houston,False,High income + Low poverty,False,,,80234,80234.0,0.1400208986415883,1914,1914,1914,1914
2057671,0,201,48201451902,4519.02,Census Tract 4519.02,48,451902,2.059236527712663,181,181,Houston,False,High income + Low poverty,False,34.18852261525735,34.182124562548104,130469,130469.0,0.06980331662167373,2593,2593,2593,2593
683886,0,201,48201453403,4534.03,Census Tract 4534.03,48,453403,0.6843965620514417,1677,1677,Houston,True,Low income + High poverty,True,34.19907681151132,34.19907681151132,33427,33427.0,0.4171641791044776,4020,4020,4112,4112
1197372,3225,201,48201453601,4536.01,Census Tract 4536.01,48,453601,1.2014994681136781,524,524,Houston,True,Low income + High poverty,True,34.19907681151132,34.19907681151132,31694,31694.0,0.3266832917705736,1604,1604,1604,1604
1531592,1663,201,48201453501,4535.01,Census Tract 4535.01,48,453501,1.534410382717113,1374,1374,Houston,True,High income + High poverty,False,34.19907681151132,34.19907681151132,67928,67928.0,0.2141855027279813,6415,6415,6415,6415
1307654,465,201,48201453502,4535.02,Census Tract 4535.02,48,453502,1.309113847610634,1019,1019,Houston,True,Low income + High poverty,True,34.24176221067266,34.19907681151132,53990,53990.0,0.29604880883207435,3442,3442,3454,3454
726720,0,201,48201410402,4104.02,Census Tract 4104.02,48,410402,0.7271055542430024,131,131,Houston,False,High income + Low poverty,False,34.171944709656074,34.171944709656074,168015,168015.0,0.04372496662216288,2996,2996,2996,2996
285623,0,201,48201421401,4214.01,Census Tract 4214.01,48,421401,0.2858035173010081,1076,1076,Houston,True,Low income + High poverty,True,,,40025,40025.0,0.30131615793895267,3571,3571,3571,3571
1366771,0,201,48201431302,4313.02,Census Tract 4313.02,48,431302,1.367634352862034,289,289,Houston,False,High income + Low poverty,False,34.19809785111112,34.19809785111112,124694,124694.0,0.058895455471775014,4907,4907,4936,4936
1497315,0,201,48201452202,4522.02,Census Tract 4522.02,48,452202,1.49838997861585,378,378,Houston,False,High income + Low poverty,False,34.182124562548104,34.182124562548104,63073,63073.0,0.10912240184757506,3464,3464,3464,3464
1747419,9610,201,48201451700,4517,Census Tract 4517,48,451700,1.7584306873674982,978,978,Houston,True,Low income + High poverty,True,34.20131872067585,34.20131872067585,44661,44661.0,0.21059431524547803,4644,4644,4644,4644
7741716,1689734,201,48201251000,2510,Census Tract 2510,48,251000,9.434342986783232,434,434,Houston,False,High income + Low poverty,False,33.87471746147147,33.932678593872126,90594,90594.0,0.1379091197966317,3147,3147,3147,3147
845074,0,201,48201421602,4216.02,Census Tract 4216.02,48,421602,0.8456002196631488,911,911,Houston,True,Low income + High poverty,True,,,44146,44146.0,0.31113387978142076,2928,2928,2928,2928
2281501,0,201,48201350300,3503,Census Tract 3503,48,350300,2.282292372298355,268,268,Houston,False,High income + Low poverty,False,34.184396149132105,34.184396149132105,110893,110893.0,0.04281150159744409,6260,6260,6260,6260
5827105,27925,201,48201350500,3505,Census Tract 3505,48,350500,5.856876560877589,1000,1000,Houston,False,High income + Low poverty,False,34.27744247605594,34.30535637413309,79971,79971.0,0.1535862386730149,6511,6511,6586,6586
1642726,0,201,48201240101,2401.01,Census Tract 2401.01,48,240101,1.6435724100913636,881,881,Houston,True,Low income + High poverty,True,34.014314113169966,34.00543923696523,37238,37238.0,0.38793483047115807,2271,2271,2295,2295
1981016,0,201,48201333906,3339.06,Census Tract 3339.06,48,333906,1.9817664203668877,545,545,Houston,False,High income + Low poverty,False,34.175943089573586,34.175943089573586,104850,104850.0,0.09529638048609897,5719,5719,5719,5719
452932,0,201,48201423303,4233.03,Census Tract 4233.03,48,423303,0.45322682859368213,302,302,Houston,True,Low income + High poverty,True,34.19907681151132,34.19907681151132,49329,49329.0,0.25356842989084805,1191,1191,1191,1191
903564,0,201,48201422403,4224.03,Census Tract 4224.03,48,422403,0.904140155649048,176,176,Houston,False,High income + Low poverty,False,,,63627,63627.0,0.07192480588475685,2447,2447,2449,2449
221736,12233,201,48201413204,4132.04,Census Tract 4132.04,48,413204,0.2340973911704484,273,273,Houston,True,High income + High poverty,False,,,68194,68194.0,0.2625,1040,1040,1040,1040
10577234,0,201,48201541703,5417.03,Census Tract 5417.03,48,541703,10.586104114688732,563,563,Houston,False,High income + Low poverty,False,34.13271682390873,34.20131872067585,67530,67530.0,0.16750966974114848,3361,3361,3361,3361
5445294,78784,201,48201330902,3309.02,Census Tract 3309.02,48,330902,5.527055882458768,1062,1062,Houston,True,Low income + High poverty,True,34.18747119679914,34.189995108284705,49613,49613.0,0.339188757585436,3131,3131,3131,3131
969064,0,201,48201411901,4119.01,Census Tract 4119.01,48,411901,0.9695783922873904,46,46,Houston,False,High income + Low poverty,False,34.171944709656074,34.171944709656074,250001,250001.0,0.02132591562355123,2157,2157,2173,2173
845905,14680,201,48201422501,4225.01,Census Tract 4225.01,48,422501,0.86114255432094,933,933,Houston,True,Low income + High poverty,True,,,50305,50305.0,0.27669039145907476,3372,3372,3372,3372
4449642,37778,201,48201330901,3309.01,Census Tract 3309.01,48,330901,4.489811516486965,399,399,Houston,False,High income + Low poverty,False,34.18620924105635,34.18305435169938,75263,75263.0,0.03784501565019444,10543,10543,10543,10543
1419731,0,201,48201330102,3301.02,Census Tract 3301.02,48,330102,1.420511781561367,759,759,Houston,True,Low income + High poverty,True,34.189995108284705,34.189995108284705,41938,41938.0,0.31877362452750946,2381,2381,2435,2435
2597403,6404,201,48201251505,2515.05,Census Tract 2515.05,48,251505,2.6045411415509827,66,66,Houston,False,High income + Low poverty,False,33.932678593872126,33.932678593872126,152857,152857.0,0.015725518227305217,4197,4197,4197,4197
478927,0,201,48201410705,4107.05,Census Tract 4107.05,48,410705,0.47917898174042795,33,33,Houston,False,Missing,False,,,-666666666,,0.05699481865284974,579,579,1051,1051
1107741,0,201,48201540504,5405.04,Census Tract 5405.04,48,540504,1.1086360717007613,924,924,Houston,True,Low income + High poverty,True,34.058837858159514,34.058837858159514,54947,54947.0,0.28865979381443296,3201,3201,3201,3201
861216,0,201,48201421802,4218.02,Census Tract 4218.02,48,421802,0.8617508227456896,249,249,Houston,False,High income + Low poverty,False,34.189995108284705,34.189995108284705,104583,104583.0,0.10969162995594714,2270,2270,2270,2270
7185955,25842,201,48201454504,4545.04,Census Tract 4545.04,48,454504,7.218141045771323,638,638,Houston,False,High income + Low poverty,False,34.19429176251948,34.20131872067585,161875,161875.0,0.11799519141853153,5407,5407,5407,5407
1592448,0,201,48201423304,4233.04,Census Tract 4233.04,48,423304,1.5935111518301737,617,617,Houston,False,Low income + Low poverty,True,34.19907681151132,34.19907681151132,52958,52958.0,0.1769936890418818,3486,3486,3486,3486
2163723,0,201,48201331603,3316.03,Census Tract 3316.03,48,331603,2.1647583799321675,1639,1639,Houston,True,Low income + High poverty,True,34.18305435169938,34.18305435169938,46563,46563.0,0.3348314606741573,4895,4895,4975,4975
2004645,35135,201,48201451604,4516.04,Census Tract 4516.04,48,451604,2.0414110154786465,156,156,Houston,False,High income + Low poverty,False,34.20131872067585,34.20131872067585,138571,138571.0,0.04413012729844413,3535,3535,3568,3568
15542211,147177,201,48201334101,3341.01,Census Tract 3341.01,48,334101,15.697806348977805,1758,1758,Houston,True,High income + High poverty,False,34.18674162863533,34.189995108284705,68670,68670.0,0.19961394345407063,8807,8807,8807,8807
1379028,720,201,48201241502,2415.02,Census Tract 2415.02,48,241502,1.3803176190702766,741,741,Houston,True,Low income + High poverty,True,34.04380208030031,34.06298350196785,29821,29821.0,0.3248575186321789,2281,2281,2281,2281
589494,0,201,48201521401,5214.01,Census Tract 5214.01,48,521401,0.5898722902994439,1554,1554,Houston,True,Low income + High poverty,True,34.075192871938214,34.075192871938214,53895,53895.0,0.4230873945004084,3673,3673,3673,3673
879339,7530,201,48201530101,5301.01,Census Tract 5301.01,48,530101,0.887387608662475,760,760,Houston,True,Low income + High poverty,True,34.06943130034954,34.06943130034954,40149,40149.0,0.23944549464398235,3174,3174,3174,3174
3517320,21364,201,48201541802,5418.02,Census Tract 5418.02,48,541802,3.5418049853955584,596,596,Houston,False,Low income + Low poverty,True,34.197571009659114,34.20131872067585,55898,55898.0,0.14579256360078277,4088,4088,4088,4088
1120551,22766,201,48201522001,5220.01,Census Tract 5220.01,48,522001,1.1441040899898585,221,221,Houston,False,High income + Low poverty,False,34.075192871938214,34.075192871938214,69327,69327.0,0.12643020594965676,1748,1748,1748,1748
1428346,0,201,48201452701,4527.01,Census Tract 4527.01,48,452701,1.4294715497914754,321,321,Houston,False,High income + Low poverty,False,34.32713300899536,34.32713300899536,70337,70337.0,0.08361552487626986,3839,3839,3839,3839
